rank,title,egg_index,cumulative_viewers_count,is_re_release,release_date,age_rating,poster_url,crawled_at,source_url
11,캐리어를 끄는 소녀,,,개봉예정,2026-09-02,12세 관람가,https://cdn.cgv.co.kr/cgvpomsfilm/Movie/Thumbnail/Poster/030001/30001392/30001392_320.jpg,2026-09-01 09:26:03,https://cgv.co.kr/cnm/cgvChart/movieChart?tabParam=144
12,오크 스트리트의 마지막 날,87%,11.4만,개봉,,12세 관람가,https://cdn.cgv.co.kr/cgvpomsfilm/Movie/Thumbnail/Poster/030001/30001389/30001389_320.jpg,2026-09-01 09:26:03,https://cgv.co.kr/cnm/cgvChart/movieChart?tabParam=144
13,명탐정 코난-하이웨이의 타천사,93%,40.6만,개봉,,12세 관람가,https://cdn.cgv.co.kr/cgvpomsfilm/Movie/Thumbnail/Poster/030001/30001326/30001326_320.jpg,2026-09-01 09:26:03,https://cgv.co.kr/cnm/cgvChart/movieChart?tabParam=144
14,마루 밑 아리에티,99%,109.4만,개봉,,전체 관람가,https://cdn.cgv.co.kr/cgvpomsfilm/Movie/Thumbnail/Poster/030001/30001359/30001359_320.jpg,2026-09-01 09:26:03,https://cgv.co.kr/cnm/cgvChart/movieChart?tabParam=144
15,위커 맨-파이널 컷,95%,1.4만,개봉,,청소년 관람불가,https://cdn.cgv.co.kr/cgvpomsfilm/Movie/Thumbnail/Poster/030001/30001395/30001395_320.jpg,2026-09-01 09:26:03,https://cgv.co.kr/cnm/cgvChart/movieChart?tabParam=144
16,드라큘라-러브 테일,90%,1.2만,개봉,,15세 관람가,https://cdn.cgv.co.kr/cgvpomsfilm/Movie/Thumbnail/Poster/030001/30001311/30001311_320.jpg,2026-09-01 09:26:03,https://cgv.co.kr/cnm/cgvChart/movieChart?tabParam=144
17,WANNA ONE GO in LA,,0,개봉,,15세 관람가,https://cdn.cgv.co.kr/cgvpomsfilm/Movie/Thumbnail/Poster/030001/30001416/30001416_320.jpg,2026-09-01 09:26:03,https://cgv.co.kr/cnm/cgvChart/movieChart?tabParam=144
18,스파이에어 저스트 라이크 디스 2025,99%,778,개봉,,전체 관람가,https://cdn.cgv.co.kr/cgvpomsfilm/Movie/Thumbnail/Poster/030001/30001421/30001421_320.jpg,2026-09-01 09:26:03,https://cgv.co.kr/cnm/cgvChart/movieChart?tabParam=144
19,인시디어스-그들이 넘어왔다,90%,15.1만,개봉,,15세 관람가,https://cdn.cgv.co.kr/cgvpomsfilm/Movie/Thumbnail/Poster/030001/30001222/30001222_320.jpg,2026-09-01 09:26:03,https://cgv.co.kr/cnm/cgvChart/movieChart?tabParam=144
20,더 드라마,,,개봉예정,2026-09-09,15세 관람가,https://cdn.cgv.co.kr/cgvpomsfilm/Movie/Thumbnail/Poster/030001/30001377/30001377_320.jpg,2026-09-01 09:26:03,https://cgv.co.kr/cnm/cgvChart/movieChart?tabParam=144
21,고양이를 놓아줘,80%,"2,506",개봉,,12세 관람가,https://cdn.cgv.co.kr/cgvpomsfilm/Movie/Thumbnail/Poster/030001/30001393/30001393_320.jpg,2026-09-01 09:26:03,https://cgv.co.kr/cnm/cgvChart/movieChart?tabParam=144
22,극장판 귀멸의 칼날-무한성편,96%,582.5만,개봉,,15세 관람가,https://cdn.cgv.co.kr/cgvpomsfilm/Movie/Thumbnail/Poster/000089/89833/89833_320.jpg,2026-09-01 09:26:03,https://cgv.co.kr/cnm/cgvChart/movieChart?tabParam=144
23,사랑의 하츄핑-고래보석의 전설,98%,83.9만,개봉,,전체 관람가,https://cdn.cgv.co.kr/cgvpomsfilm/Movie/Thumbnail/Poster/030001/30001045/30001045_320.jpg,2026-09-01 09:26:03,https://cgv.co.kr/cnm/cgvChart/movieChart?tabParam=144
24,산산조각,90%,"2,635",개봉,,전체 관람가,https://cdn.cgv.co.kr/cgvpomsfilm/Movie/Thumbnail/Poster/030001/30001401/30001401_320.jpg,2026-09-01 09:26:03,https://cgv.co.kr/cnm/cgvChart/movieChart?tabParam=144
25,사진의 얼굴,,,개봉예정,2026-09-02,12세 관람가,https://cdn.cgv.co.kr/cgvpomsfilm/Movie/Thumbnail/Poster/030001/30001379/30001379_320.jpg,2026-09-01 09:26:03,https://cgv.co.kr/cnm/cgvChart/movieChart?tabParam=144
26,도그 스타-마지막 희망,92%,1.3만,개봉,,15세 관람가,https://cdn.cgv.co.kr/cgvpomsfilm/Movie/Thumbnail/Poster/030001/30001352/30001352_320.jpg,2026-09-01 09:26:03,https://cgv.co.kr/cnm/cgvChart/movieChart?tabParam=144
27,딥 워터,,,개봉예정,2026-09-09,15세 관람가,https://cdn.cgv.co.kr/cgvpomsfilm/Movie/Thumbnail/Poster/030001/30001353/30001353_320.jpg,2026-09-01 09:26:03,https://cgv.co.kr/cnm/cgvChart/movieChart?tabParam=144
28,오케이 마담2,77%,33.6만,개봉,,15세 관람가,https://cdn.cgv.co.kr/cgvpomsfilm/Movie/Thumbnail/Poster/030001/30001325/30001325_320.jpg,2026-09-01 09:26:03,https://cgv.co.kr/cnm/cgvChart/movieChart?tabParam=144
29,파라노만,93%,1.7만,개봉,,12세 관람가,https://cdn.cgv.co.kr/cgvpomsfilm/Movie/Thumbnail/Poster/000076/76813/76813_320.jpg,2026-09-01 09:26:03,https://cgv.co.kr/cnm/cgvChart/movieChart?tabParam=144
30,어떻게 해야 했을까,97%,9.3만,개봉,,12세 관람가,https://cdn.cgv.co.kr/cgvpomsfilm/Movie/Thumbnail/Poster/030001/30001329/30001329_320.jpg,2026-09-01 09:26:03,https://cgv.co.kr/cnm/cgvChart/movieChart?tabParam=144
31,파뿌리 24- 좀비 아일랜드,99%,"1,787",개봉,,12세 관람가,https://cdn.cgv.co.kr/cgvpomsfilm/Movie/Thumbnail/Poster/030001/30001302/30001302_320.png,2026-09-01 09:26:03,https://cgv.co.kr/cnm/cgvChart/movieChart?tabParam=144
32,터치드 콘서트 [하이라이트 포] - 더 무비,99%,"4,400",개봉,,전체 관람가,https://cdn.cgv.co.kr/cgvpomsfilm/Movie/Thumbnail/Poster/030001/30001382/30001382_320.jpg,2026-09-01 09:26:03,https://cgv.co.kr/cnm/cgvChart/movieChart?tabParam=144
33,델마,91%,"8,604",개봉,,15세 관람가,https://cdn.cgv.co.kr/cgvpomsfilm/Movie/Thumbnail/Poster/000080/80923/80923_320.jpg,2026-09-01 09:26:03,https://cgv.co.kr/cnm/cgvChart/movieChart?tabParam=144
34,스파이의 아내,,,재개봉,2026-09-02,12세 관람가,https://cdn.cgv.co.kr/cgvpomsfilm/Movie/Thumbnail/Poster/000084/84435/84435_320.jpg,2026-09-01 09:26:03,https://cgv.co.kr/cnm/cgvChart/movieChart?tabParam=144
35,시간을 달리는 소녀,,,재개봉,2026-09-16,전체 관람가,https://cdn.cgv.co.kr/cgvpomsfilm/Movie/Thumbnail/Poster/000078/78718/78718_320.jpg,2026-09-01 09:26:03,https://cgv.co.kr/cnm/cgvChart/movieChart?tabParam=144
36,이누야샤 극장판-시대를 초월한 마음,,,개봉예정,2026-09-09,12세 관람가,https://cdn.cgv.co.kr/cgvpomsfilm/Movie/Thumbnail/Poster/030001/30001449/30001449_320.jpg,2026-09-01 09:26:03,https://cgv.co.kr/cnm/cgvChart/movieChart?tabParam=144
37,애정만세,86%,1.1만,개봉,,15세 관람가,https://cdn.cgv.co.kr/cgvpomsfilm/Movie/Thumbnail/Poster/030001/30001354/30001354_320.jpg,2026-09-01 09:26:03,https://cgv.co.kr/cnm/cgvChart/movieChart?tabParam=144
38,퍼피 구조대-더 다이노 무비,98%,10.6만,개봉,,전체 관람가,https://cdn.cgv.co.kr/cgvpomsfilm/Movie/Thumbnail/Poster/030001/30001288/30001288_320.jpg,2026-09-01 09:26:03,https://cgv.co.kr/cnm/cgvChart/movieChart?tabParam=144
39,귀향-언니야 이제 집에 가자,96%,"3,148",개봉,,15세 관람가,https://cdn.cgv.co.kr/cgvpomsfilm/Movie/Thumbnail/Poster/030001/30001368/30001368_320.jpg,2026-09-01 09:26:03,https://cgv.co.kr/cnm/cgvChart/movieChart?tabParam=144
40,말하지 않은 것들,,,개봉예정,2026-09-02,청소년 관람불가,https://cdn.cgv.co.kr/cgvpomsfilm/Movie/Thumbnail/Poster/030001/30001441/30001441_320.jpg,2026-09-01 09:26:03,https://cgv.co.kr/cnm/cgvChart/movieChart?tabParam=144
41,몽상가들,93%,4.9만,개봉,,청소년 관람불가,https://cdn.cgv.co.kr/cgvpomsfilm/Movie/Thumbnail/Poster/000077/77427/77427_320.jpg,2026-09-01 09:26:03,https://cgv.co.kr/cnm/cgvChart/movieChart?tabParam=144
42,콘크리트 녹색섬,98%,"2,947",개봉,,전체 관람가,https://cdn.cgv.co.kr/cgvpomsfilm/Movie/Thumbnail/Poster/030001/30001362/30001362_320.jpg,2026-09-01 09:26:03,https://cgv.co.kr/cnm/cgvChart/movieChart?tabParam=144
43,트루먼의 사랑,68%,"1,095",개봉,,12세 관람가,https://cdn.cgv.co.kr/cgvpomsfilm/Movie/Thumbnail/Poster/030001/30001361/30001361_320.jpg,2026-09-01 09:26:03,https://cgv.co.kr/cnm/cgvChart/movieChart?tabParam=144
44,호프,85%,453.6만,개봉,,15세 관람가,https://cdn.cgv.co.kr/cgvpomsfilm/Movie/Thumbnail/Poster/030001/30001297/30001297_320.jpg,2026-09-01 09:26:03,https://cgv.co.kr/cnm/cgvChart/movieChart?tabParam=144
45,무진연가,,,개봉예정,2026-09-03,전체 관람가,https://cdn.cgv.co.kr/cgvpomsfilm/Movie/Thumbnail/Poster/030001/30001365/30001365_320.jpg,2026-09-01 09:26:03,https://cgv.co.kr/cnm/cgvChart/movieChart?tabParam=144
46,2026 KBO 리그 - 두산 베어스 vs SSG 랜더스,,,개봉예정,2026-09-06,전체 관람가,https://cdn.cgv.co.kr/cgvpomsfilm/Movie/Thumbnail/Poster/030001/30001457/30001457_320.jpg,2026-09-01 09:26:03,https://cgv.co.kr/cnm/cgvChart/movieChart?tabParam=144
47,2026 KBO 리그 - 삼성 라이온즈 vs LG 트윈스,,,개봉예정,2026-09-06,전체 관람가,https://cdn.cgv.co.kr/cgvpomsfilm/Movie/Thumbnail/Poster/030001/30001456/30001456_320.jpg,2026-09-01 09:26:03,https://cgv.co.kr/cnm/cgvChart/movieChart?tabParam=144
48,다윗,94%,31.1만,개봉,,전체 관람가,https://cdn.cgv.co.kr/cgvpomsfilm/Movie/Thumbnail/Poster/030001/30001090/30001090_320.jpg,2026-09-01 09:26:03,https://cgv.co.kr/cnm/cgvChart/movieChart?tabParam=144
49,드로스테 저편의 우리들,96%,"1,303",개봉,,12세 관람가,https://cdn.cgv.co.kr/cgvpomsfilm/Movie/Thumbnail/Poster/030001/30001363/30001363_320.jpg,2026-09-01 09:26:03,https://cgv.co.kr/cnm/cgvChart/movieChart?tabParam=144
50,라스트 키스,97%,1만,개봉,,15세 관람가,https://cdn.cgv.co.kr/cgvpomsfilm/Movie/Thumbnail/Poster/030001/30001411/30001411_320.jpg,2026-09-01 09:26:03,https://cgv.co.kr/cnm/cgvChart/movieChart?tabParam=144
51,리틀 드래곤-몬스터섬의 비밀,,,개봉예정,2026-09-09,전체 관람가,https://cdn.cgv.co.kr/cgvpomsfilm/Movie/Thumbnail/Poster/030001/30001344/30001344_320.jpg,2026-09-01 09:26:03,https://cgv.co.kr/cnm/cgvChart/movieChart?tabParam=144
52,리틀 드리머즈,95%,"2,985",개봉,,12세 관람가,https://cdn.cgv.co.kr/cgvpomsfilm/Movie/Thumbnail/Poster/030001/30001343/30001343_320.jpg,2026-09-01 09:26:03,https://cgv.co.kr/cnm/cgvChart/movieChart?tabParam=144
53,미명,82%,"1,568",개봉,,15세 관람가,https://cdn.cgv.co.kr/cgvpomsfilm/Movie/Thumbnail/Poster/030001/30001283/30001283_320.jpg,2026-09-01 09:26:03,https://cgv.co.kr/cnm/cgvChart/movieChart?tabParam=144
54,빈집의 연인들,84%,"1,941",개봉,,15세 관람가,https://cdn.cgv.co.kr/cgvpomsfilm/Movie/Thumbnail/Poster/030001/30001351/30001351_320.jpg,2026-09-01 09:26:03,https://cgv.co.kr/cnm/cgvChart/movieChart?tabParam=144
55,사무라이 타임슬리퍼,92%,"3,189",개봉,,12세 관람가,https://cdn.cgv.co.kr/cgvpomsfilm/Movie/Thumbnail/Poster/030001/30001225/30001225_320.jpg,2026-09-01 09:26:03,https://cgv.co.kr/cnm/cgvChart/movieChart?tabParam=144
56,산양들,93%,"6,516",개봉,,12세 관람가,https://cdn.cgv.co.kr/cgvpomsfilm/Movie/Thumbnail/Poster/030001/30001313/30001313_320.jpg,2026-09-01 09:26:03,https://cgv.co.kr/cnm/cgvChart/movieChart?tabParam=144
57,수련,,728,개봉,,12세 관람가,https://cdn.cgv.co.kr/cgvpomsfilm/Movie/Thumbnail/Poster/030001/30001336/30001336_320.jpg,2026-09-01 09:26:03,https://cgv.co.kr/cnm/cgvChart/movieChart?tabParam=144
58,시크릿 에이전트,92%,2만,개봉,,15세 관람가,https://cdn.cgv.co.kr/cgvpomsfilm/Movie/Thumbnail/Poster/030001/30001235/30001235_320.jpg,2026-09-01 09:26:03,https://cgv.co.kr/cnm/cgvChart/movieChart?tabParam=144
59,신사-악귀의 속삭임,61%,4.7만,개봉,,15세 관람가,https://cdn.cgv.co.kr/cgvpomsfilm/Movie/Thumbnail/Poster/030001/30001221/30001221_320.jpg,2026-09-01 09:26:03,https://cgv.co.kr/cnm/cgvChart/movieChart?tabParam=144
60,아이유 콘서트 - 더 골든 아워,,,재개봉,2026-09-09,전체 관람가,https://cdn.cgv.co.kr/cgvpomsfilm/Movie/Thumbnail/Poster/000087/87246/87246_320.jpg,2026-09-01 09:26:03,https://cgv.co.kr/cnm/cgvChart/movieChart?tabParam=144
61,어느 파리 택배기사의 48시간,99%,"6,800",개봉,,12세 관람가,https://cdn.cgv.co.kr/cgvpomsfilm/Movie/Thumbnail/Poster/030001/30001217/30001217_320.jpg,2026-09-01 09:26:03,https://cgv.co.kr/cnm/cgvChart/movieChart?tabParam=144
62,정뱅이,,"2,815",개봉,,전체 관람가,https://cdn.cgv.co.kr/cgvpomsfilm/Movie/Thumbnail/Poster/030001/30001207/30001207_320.jpg,2026-09-01 09:26:03,https://cgv.co.kr/cnm/cgvChart/movieChart?tabParam=144
63,지난 여름,86%,"2,156",개봉,,12세 관람가,https://cdn.cgv.co.kr/cgvpomsfilm/Movie/Thumbnail/Poster/030001/30001356/30001356_320.jpg,2026-09-01 09:26:03,https://cgv.co.kr/cnm/cgvChart/movieChart?tabParam=144
64,청년 조용기,,,개봉예정,2026-09-11,전체 관람가,https://cdn.cgv.co.kr/cgvpomsfilm/Movie/Thumbnail/Poster/030001/30001333/30001333_320.jpg,2026-09-01 09:26:03,https://cgv.co.kr/cnm/cgvChart/movieChart?tabParam=144
65,키스 미 어게인,98%,455,개봉,,청소년 관람불가,https://cdn.cgv.co.kr/cgvpomsfilm/Movie/Thumbnail/Poster/000078/78335/78335_320.jpg,2026-09-01 09:26:03,https://cgv.co.kr/cnm/cgvChart/movieChart?tabParam=144
66,파리의 사생활,92%,1만,개봉,,15세 관람가,https://cdn.cgv.co.kr/cgvpomsfilm/Movie/Thumbnail/Poster/030001/30001275/30001275_320.jpg,2026-09-01 09:26:03,https://cgv.co.kr/cnm/cgvChart/movieChart?tabParam=144
67,파파조라 더 무비,,,개봉예정,2026-09-02,전체 관람가,https://cdn.cgv.co.kr/cgvpomsfilm/Movie/Thumbnail/Poster/030001/30001364/30001364_320.jpg,2026-09-01 09:26:03,https://cgv.co.kr/cnm/cgvChart/movieChart?tabParam=144
68,프랙티컬 매직-새로운 챕터,,,개봉예정,2026-09-09,12세 관람가,https://cdn.cgv.co.kr/cgvpomsfilm/Movie/Thumbnail/Poster/030001/30001443/30001443_320.jpg,2026-09-01 09:26:03,https://cgv.co.kr/cnm/cgvChart/movieChart?tabParam=144
69,현재를 위하여,81%,"2,256",개봉,,15세 관람가,https://cdn.cgv.co.kr/cgvpomsfilm/Movie/Thumbnail/Poster/030001/30001267/30001267_320.jpg,2026-09-01 09:26:03,https://cgv.co.kr/cnm/cgvChart/movieChart?tabParam=144
