rank,title,egg_index,cumulative_viewers_count,is_re_release,release_date,age_rating,poster_url,crawled_at,source_url
99,제22회 서울인디애니페스트2026 토모키 미사토-천진난만한 영웅과 애잔한,,,개봉예정,2026-09-20,15세 관람가,https://cdn.cgv.co.kr/cgvpomsfilm/Movie/Thumbnail/Poster/030001/30001503/30001503_320.jpg,2026-09-04 09:28:35,https://cgv.co.kr/cnm/cgvChart/movieChart?tabParam=144
100,제22회 서울인디애니페스트2026 한국 파노라마-파란만장 종합미디어상가,,,개봉예정,2026-09-20,15세 관람가,https://cdn.cgv.co.kr/cgvpomsfilm/Movie/Thumbnail/Poster/030001/30001500/30001500_320.jpg,2026-09-04 09:28:35,https://cgv.co.kr/cnm/cgvChart/movieChart?tabParam=144
101,"청년 조용기-신을 저주하던 청년, 시대를 긋는 종이 되다",,,개봉예정,2026-09-11,전체 관람가,https://cdn.cgv.co.kr/cgvpomsfilm/Movie/Thumbnail/Poster/030001/30001333/30001333_320.jpg,2026-09-04 09:28:35,https://cgv.co.kr/cnm/cgvChart/movieChart?tabParam=144
102,카를로비바리,,,개봉예정,2026-09-09,15세 관람가,https://cdn.cgv.co.kr/cgvpomsfilm/Movie/Thumbnail/Poster/030001/30001412/30001412_320.jpg,2026-09-04 09:28:35,https://cgv.co.kr/cnm/cgvChart/movieChart?tabParam=144
103,타짜-벨제붑의 노래,,,개봉예정,2026-09-23,청소년 관람불가,https://cdn.cgv.co.kr/cgvpomsfilm/Movie/Thumbnail/Poster/030001/30001342/30001342_320.jpg,2026-09-04 09:28:35,https://cgv.co.kr/cnm/cgvChart/movieChart?tabParam=144
104,파리의 사생활,92%,1만,개봉,,15세 관람가,https://cdn.cgv.co.kr/cgvpomsfilm/Movie/Thumbnail/Poster/030001/30001275/30001275_320.jpg,2026-09-04 09:28:35,https://cgv.co.kr/cnm/cgvChart/movieChart?tabParam=144
105,퍼펙트슛,,,개봉예정,2026-09-09,전체 관람가,https://cdn.cgv.co.kr/cgvpomsfilm/Movie/Thumbnail/Poster/030001/30001454/30001454_320.jpg,2026-09-04 09:28:35,https://cgv.co.kr/cnm/cgvChart/movieChart?tabParam=144
106,포가튼 아일랜드,,,개봉예정,2026-09-23,12세 관람가,https://cdn.cgv.co.kr/cgvpomsfilm/Movie/Thumbnail/Poster/030001/30001444/30001444_320.jpg,2026-09-04 09:28:35,https://cgv.co.kr/cnm/cgvChart/movieChart?tabParam=144
107,프랙티컬 매직-새로운 챕터,,,개봉예정,2026-09-09,12세 관람가,https://cdn.cgv.co.kr/cgvpomsfilm/Movie/Thumbnail/Poster/030001/30001443/30001443_320.jpg,2026-09-04 09:28:35,https://cgv.co.kr/cnm/cgvChart/movieChart?tabParam=144
108,현재를 위하여,81%,"2,264",개봉,,15세 관람가,https://cdn.cgv.co.kr/cgvpomsfilm/Movie/Thumbnail/Poster/030001/30001267/30001267_320.jpg,2026-09-04 09:28:35,https://cgv.co.kr/cnm/cgvChart/movieChart?tabParam=144
